account_id,author,text,timestamp,post_frequency
UCiCRcpRlQVh96jeAKW2jbng,@VinhkhangTHCSphanchuchinh,Never gonna give you up,1779404502,1
UCEdRcN6-kgo_1IWIz_NdpsA,@許翔誌2021,0:43,1779402339,1
UCBWLw3MjiE-vAwGAGNNLSuw,@Kirby_del_cerro,1/8 of Humans has bee Rickolled at least one time if the life 🫡.,1779402207,1
UCoBC3fOj1EKz8LzESwGgf0w,@Everythingwrong12,This isn't TADC episode 9 Brazilian dub?,1779401347,1
UCjSLB14Uo_nE8yqXBQV1uzw,@MIBOMBO48,Where are my robux,1779400874,1
UC9GtxugzsZoRx-pzDTDJT1A,@Meowl.com12345,CURSE YOU @SIMJI,1779400719,1
UC4s56Mvriug1XpW4Pqr1iYg,@swatbro46,Bro this meme is getting of hand my friends send me a link and still got Rick rolled,1779400314,1
UCTYNRn6xVnVWr6dzsFOkrNg,@ayaanlikesmakingstuff,Great video!,1779400234,1
UCL5_frrCYMHnL-SfoCUru6A,@JustanLake-q1v1s,I going to crash the hell out,1779400004,1
UCNwkL1biKiILFo8rlHMaqEg,@Hiciuaa,I am aways here,1779399931,1
UCyQvJWhC1HCBwcvogI2Paew,@DiegoUy,"""Until 2 billion views and more, the Rick won't stop Rollin' the World!""",1779399668,1
UCvj3o8dFO4TNzaqfROej8mw,@Teardrop-d9x,Bro some one built a Lego qr😭,1779399636,1
UCDwnvTJG6qqvxigp59JY-yg,@JetstreamSam-y7p,FUCKING GOLDSHIP GOT ME FUCK,1779399587,1
UCkVKo6tiTmzKfPw6chqjQtg,@Ty-xf8eh,Rickroll. ❤,1779399026,1
UCRF9Of9XeetRl85wCv72UXw,@AguilarEliasyulisesmateo,Me ricckrolearon,1779397176,1
UC1rKyMktBVVHpzSI0qfX3JA,@lisascoville8897,I’m about to rickroll my whole class in the art room with this >:),1779397047,1
UCa3yUZtDASp0slTIF16qXKg,@gordo_planero,increible video me re gusto,1779396532,1
UCKjD6xLaqjVH_ZZZZ6hkJVA,@Pulsarnomys,Wow This Is The Original Video🗿,1779396495,1
UCNGjvbn3sK1nesM_aSWoBRA,@Nylah-q2t,It's always the link..,1779396355,1
UC0P_OuFREVRuICKtx-GAUJA,@TheBigBrosChannel,0:51 bro the fact the woman looked right at him when he said “and desert you”😂,1779396080,1
UCDSDixHcAtpKQdZBA7xYrOQ,@william_1025,👏👏👏👏,1779395785,1
UCmFFmzwK4PtzMc9gcpwHNaA,@joserodrigues4099,A classic that never gets old. Still giving us up after all these years 🎵,1779394915,1
UCPl4dRbimf4VCWOrGUhi0pQ,@arcybesavilla-x6t,my friend tell me to watch that link and i teleported here,1779394680,1
UCOH7h1VRz6Cm44MLhNhQ4iQ,@MiguelDavidJimenezOrjuela,no puedo creer que estaba escuchando musica normal en una playlist de youtube y me rickrolleo xdddd,1779394293,1
UCN4b8bzPvnYG46Zvo2eR9Sg,@Erinnewman-c8m,Dang qr code,1779393628,1
UCYId3IOW1_J2o0J2CG2uEmQ,@ZelyxPlayz,Just got rick rolled live in Sweden😭✌️💔🇸🇪,1779393210,1
UCPxsW1VhXNJYklRmirBd7eA,@Fbianget,I just got rick rolled,1779392752,1
UCfaf65wsk1kWkb__lFSY-9g,@Michael-r9z8o,The goat is still here to this day,1779392335,1
UCRqJewzf6mnMu-4-ru-sqrg,@LSD-w7d,I gotta be kidding me I scanned it and it put me here,1779391615,1
UCktQbGcXyxyv6ko8GbKRhKQ,@AverageJJK_Fan,ALMOST 2B VIEWS,1779391221,1
UCsM2jLieBKOPyP7b0MZGC7w,@doorforpresident,Share where you came from:,1779390807,3
UCAZHbNteZp2g1IqP0GUZRAQ,@Hitman45akashy,I came from the boys 😅,1779390583,1
UCsM2jLieBKOPyP7b0MZGC7w,@doorforpresident,I wonder how many people get Rick rolled every second,1779390582,3
UCsM2jLieBKOPyP7b0MZGC7w,@doorforpresident,The one song that can unite every person,1779390548,3
UCHRl7PoBsumw9sW1hY0yscA,@akkoOF,"} catch (Exception exception) {
            ""google-chrome  https://www.youtube.com/watch?v=dQw4w9WgXcQ"".execute()
            println ""Quebrou os ovos.""
            println exception

            running=false",1779389234,1
UCLTeBkMtWRAaFSrM7AJyUCg,@shawnbowling2455,Sticker got me again,1779389114,1
UCikCxnXYk1AjR-SMxU8XNmQ,@The-General-Grievous,Don’t tell anyone…. I like this song very much.,1779388352,1
UCGUoQIkiWc49z_tE1NY0UEA,@Charlie-357,QR code got me,1779388109,1
UCvXGWQvoxEi9lFiLTWgf6dQ,@TheNewRepublicanPost,"1.7 billion view, 19 million likes, yet I can’t get one like.",1779385937,1
UCcdA9vFXTfK_GyaF8VsIVpA,@TomThomas01,The planet has 5 minutes left. You're in charge of the final song played worldwide...,1779385927,1
UCCQaS6Ei51YIHGArNg8Yfmw,@mariarios9730,I got this QR code from my teacher on a sticker,1779385668,1
UCfDNT3-M43vyk4y0RqWBKgQ,@nachis966,2026?❤,1779385618,1
UC5vLP86n4hIpFxqh0rOiQhw,@Praj-j4p,I USED TO PUT THIS ON THE END OF PRESENTATIONS IN 5TH GRADE 😭😭😭,1779385242,1
UCbj1IAq458DOy62XYeWBqmw,@brunaleite9994,Vb,1779384374,1
UCz58czPMGx74Mnykrs3P1nA,@Dmitry_So,Just from the live show. Amazing!!!,1779383405,1
UC_e5yqo2s5LPdnSUMuglTjg,@That1Enby,I FELL FOR IT AGAIN NOOO,1779382430,1
UCPYjC_ktFt_Z3VXSTjtjnIA,@arianderguti8562,Wait... Why is this Song actually fire,1779382317,1
UCgHls1LSGXHEK52VgGYMWwg,@Jamie-j8t8m,0:09,1779382158,1
UCbNCf6XcV3EUYMlSejXRyeQ,@AidenRiddle-p6t5c,Year After Year Of This Man,1779382134,1
UCVOdSykSQR_50LL60P4ImvQ,@Bodoglyn,🇧🇷🇧🇷🇧🇷,1779381715,1
UCM5QsZcUyEqSYNH0jQwKI9w,@MaximilianoHernándezAcevedo,Meme,1779381689,1
UCtvu_4BYhlppgIJRPCo9PUw,@martha-e6v,This guy is a legend,1779381634,1
UCBELJgKYk68grfcOf_yqbdg,@DaltonDem,I put this on my playlist and I was listening to a different song and then when I finish this played I got a Rick rolled by my playlist,1779381011,1
UCxx4RnODiDeWyNB4_BxvZcw,@NERF_111Mousseau-m6u,"Just wanted Wendy's and found a qr code scanned it, and got Rick rolled 😭",1779379704,1
UCP6aLFFdtVwb9ClDIxy2unw,@AcerJohnson-vy2wq,Anyone 2026,1779379702,1
UCHxo-yx8RoIZsONLqmiLbwg,@Mohamed-p6s3n,❤🗳️🗳️🗳️🗳️🗳️🗳️☑️,1779378470,1
UC_XGX4EtHSXxzlbuu-HDDBg,@laylay-c9v9e,Anyone else in 2026,1779377696,1
UCIO5yCfNs-p8M-5IWwJStdw,@ericoronga2703,Bro no way i got rick rolled by Gemini AI,1779377456,1
UCha3GJMm487APx_yMp5pBWA,@HarperMcCuiston,It suprised everyone bc he is a white ginger and when the song starts people started rick rolling each other and I leaned from this that no matter who u look like don’t underestimate,1779377398,2
UCha3GJMm487APx_yMp5pBWA,@HarperMcCuiston,It suprised everyone bc he is a white ginger and when the song starts people started rick rolling each other and I leaned from this that no matter who u look like don’t underestimate,1779377389,2
UC5QM6UPwMivxQj6Rj7APynQ,@klert1045,"Админ Вайтмакса, заявляю оффициально - ты мудак",1779377382,1
UCTYxt-l2U8Xl-grDMcjvNnQ,@kinho8381,Fortnite 😅,1779377374,1
UCWGsUgu2K0KJZeOR6fiZfOQ,@Guadalupe-x3l,"I watching a short then a QR code showed up then i scaned it to a rick roll😂😭





Oh damn please dont find the guy.. if i get 10 likes im gay👍",1779377020,1
UC9qq61Fc60jmVcbjUZjBffQ,@caubehukhong,bố mày dính rickroll 2026,1779376486,1
UC2JbXvV09Kel5284eF7j_2g,@aawhanmishra8621,CBSE GOT US RICKROLLED HERE!!,1779375808,1
UCVzsLBMJzwub5aL5pqFTqPQ,@MertMutlu1903BJK,ich kam hier von einem qr code 😂,1779375486,1
UCuILE97DMBwNxdaT-5wRpRQ,@cesarbrown1810,Omg I fell for it dam it u scanned a q r code,1779375434,1
UCgRCtIsrL6XwCOkzIyQtEgA,@Kingvonisongod,Don’t scan it it’s a rock roll aye boi meet me with lil durk,1779375180,1
UCYiVlexKNukQlW35BHUAiBw,@adamyaseen6401,QR code got me again.,1779375116,1
UCJ12TMSFQ3di6vXTUE_d6pw,@HeinzYellowMustardOG,my favorite pastime is looking at these comments and seeing how people got rickrolled,1779374919,1
UCJYZ8g0c8yFGpXc4A_OTPcw,@Cub3k4t,1.7 billion rickrolls,1779374845,1
UCuUEfDOFZu9Mw2ko_cHEiQQ,@Amogus_In_GD,"U have been trolled❌
U have been rick rolled✅",1779374404,1
UCRenp8yaW6-uTXUQTKg0vGQ,@thefallofcharles,"Krystal gave me great service this morning. Not only was she awake and attentive prior to me leaving for the day, she also anticipated that I might be hungry. She asked what I wanted and I simply asked for an egg sandwich and what I received what so much better. She took a slice of bread, and get this, she toasted it. TOASTED! She then made fluffy scrambled eggs and seasoned them to perfection. It was topped off with a restaurant quality presentation of a sliced avocado. She packed the whole thing Togo since she knew I had to leave. This girl needs a raise or at least a new vape or cuddly thing. 5 stars!",1779373642,1
UC8InAjL7TNoasneO8UoClTQ,@geroi6294,Это как он так поет? Вроде маленький а голос мощный,1779373178,1
UC3D_QTWQsZykXQrIM_RQqRQ,@HAMID-p2u1m,I love the internet man 😂,1779373005,1
UCWYCHNxRQjlFudnZhaFgvmQ,@EcenasŞahin_187,2026'DA RİCKROLL'LANAN VAR MI? >:D,1779372571,1
UCizbCCuBrG6bwMyZ9Pz3hkQ,@RobertMoraru-d1w,Bruh this not fucking funny,1779371923,1
UCua6Sjvc4yhbFK_N2Y0BhEQ,@butterflyguy89,"Bro my friend sent me the link to this video and there’s an ad before the rickroll, thank God",1779371659,1
UC09x-U-zoum7q8CGLCtc2eg,@Gu3st_bloxONYT,still peak in 2026,1779371611,1
UCGzJsgRQqNi5ankNHtnU4Aw,@GracieSmith-06,"I work at a grocery store, and I’d say once a week or so this song will start playing over the intercom, usually after some shitty breakup song or something from like 2012. On one hand, I grunt because the whole damn store just got rickrolled, but on the other hand, I’m always so relieved to get rickrolled and have a reset 😭",1779370368,1
UC6heBOKehnXnh1q69mGYD6w,@raphanderconph,Me acaban de rickrollear con un juego.exe ajajaja,1779370149,1
UC6sb9R8RlLVLF9nLOv7yYZA,@Thegreenmen999,Came here from forza 6 rick rolled in 2026😭,1779370126,1
UC53uAP1vrcIMqyLEA4wlLGg,@Spider_WRLD1000RAPPER,sAY GOOd ByE,1779369983,2
UC53uAP1vrcIMqyLEA4wlLGg,@Spider_WRLD1000RAPPER,Rickrolled,1779369932,2
UCppMJG9J9F_c7cNgC1aLiPg,@IgnacioReichel,A,1779368845,1
UCAq8cfbMeMSpNV_jq4U3hfQ,@dorotalandyczkowska657,I scanned a qr code from bro and this is what i got:,1779368464,1
UCyP9-SkN2iscAz8O65D4rtw,@dqrkxx1,Anyone got rickrolled by his friend ??🥀😭🙏,1779368147,1
UCabhnXzzX3FPU6MTD-PYLxg,@Mirandaleticiaavendañoquintero,ese cantante esta como quiere 😘😘😘😘😻😻😻😻 y esta muy lindo,1779367874,1
UCkL2gNzhCp_X1dJkCP3xVdg,@Tadpole-v1x,I came from a tiktok video with American soldiers putting qr codes on their tanks because of Chinese drones,1779367560,1
UCMnQ_94ui9jpdHLehyiBA0Q,@Towildned,Just got rickrolled for the millionth time,1779367193,1
UCHRV1C1xm-Aw7dQwgP8s_PA,@code_redline,my AI wrote a beautiful script that sent me here,1779366812,1
UCcDzwL04vEvSctvxWOkQthA,@LiaHerzog-i3v,Who else came from that biker QR code? 😭💔,1779365892,1
UCNt8chbPKUSgC1zkydO6CGw,@bridgethchavez9475,Hasta donde me trajo el vídeo de German JAJAJAJAJAJAJAJAJ,1779365717,1
UC4zfuXAjwiW-bAZv-2LcfAQ,@Adinarayansiju,fahhh ijust got scammed,1779365047,1
UCnWGgGSgCT0Mq6vDnAxqaDg,@NOOB4-y8x,Did rick just rickroll us?,1779364538,1
UCJUwNjqlSKgE5TYpOoA3nZA,@МойАккаунт-ъ8б,НАСТОЯЩИЙ РЫЖИЙ АНГЛИЧАНИН С БЕЗУПРЕЧНЫМ ОЧАРОВАИЕЛЬНЫМ ГОЛОСОМ🎉,1779363529,1
UCcLpc9OI4fFEOT7Un6aL9hw,@oneguy-g3z,I just got Rick rolled by a qr code,1779362702,1
UCwtWvnLKYrPup1PRP5k95Mg,@nikita_games30,GOT RICKROLLED,1779362264,1
UCJCBhFn4E_IjcU2HrD9DT1Q,@prodasthma,did Claude AI rickrolled me forreal ??,1779361159,1
UCsFGxfJ8Mz0q9mdXrheQCcg,@mari_mari_mr,"I'm Japanese. I'm using a translation app. It's hard to read, sorry :(

The access code for this video appeared on a game stage. The game is called Pixel Flow. This song and game are very amazing.",1779360856,1
UCkSploKfiGF4oTPPQzw054w,@ROBLOX-x2c7r,Rick Astley got rickrolled himself,1779360843,1
UCBPDjVf-6QvHqDMFz8YSA2A,@Kod8-e3q,"10-44 Попался=)  
не доверяй людям, видевшим «сткаминск». ты трубка)",1779359913,1
UCtJnbZvzt2go4pJlVblNKlA,@RandomStuff-k8d8z,@jakeras WHY,1779359267,1
UC7pccDuuvUT387drZDh3Mlw,@pradeepawasthi5331,I scanned a qr code and showed this,1779359104,1
UChgOoIgRmMVTgrxT7ekcDRQ,@Arifin_II,Bots,1779358471,1
UCGmr9NeJ6XBESciPaGDvb_w,@jaynepearson187,Loved it then and still love it now.,1779358366,1
UCbrGoq_V34UDnChx2IiGVUQ,@ÖmerGodKİLLER,Bro i come for free 80 gems qr,1779357971,1
UC_Zom-PzMlo0FkyxsUHsQAA,@倫倫-g3c,幹,1779357832,1
UCbRvTvSAz5W_gzF6lv3Bb8Q,@lalhmingthangivanchhawng5233,Pure nostalgia,1779356565,1
UC4EO-6xcEIm3CGUHC0FW1xA,@AlinaDron-m4c,Bro a has a QR code and than scampt me😢,1779356530,1
UCKb3XG4SQOMNMMnKtG2xDIQ,@Maxi_Shorts14,i used this for powerpoint presentation,1779356066,1
UCUBmRjph-cs0a8UNxvhoXhg,@Saarth-Pratap,Got yall,1779356008,1
UCGRldjL_aXv02tIMxLTUVLg,@ZaynTheZebra-q8g,"Ok so I was at a YouTube short and then they said scan the QR code and then I saw it. Send me to like a link of the video, but it did not.",1779355809,1
UCzQDa71LSUyv4i74yHfl-7Q,@ellyrodrigues1966,Olá❤,1779355262,1
UCsK8zqmQ8-gB63H4frZ8c3w,@Jintski.2,"I put a QR code that says ""free Wi-Fi"" with a link to this video",1779355072,1
UCfckRk0t2y4OC3L2JABuxbA,@BrayanCranston,i jst got rickrolled by my fyp,1779354692,1
UCmDIpfOmhHURt5_kDfpCJcQ,@chuurros7432,noooo i thought it was tadc movie leaks 😔,1779354536,1
UCDLaCZQyzsS4XKnTxP3fp5g,@blueb1279,OOOkay. Gemini just rickrolled me. I wanted a youtube video for my project and Gemini literally gave me a link to this WTF.,1779353776,1
UCw0YPtc9J3YFXwH0elfYscA,@bhyyu03,i rickrolled myself,1779353245,1
UC_rsGNjYVLZf5vp_ZEUkm3g,@TheOddFlamingo123,"""https://youtu.be/dQw4w9WgXcQ?si=OEH_YF3bXJKsw5dT""",1779352977,1
UCGeH8huoMxqaPd8JLdnJZQw,@riyanshsingh-q5d,And i got rickrolled again,1779351826,1
UC7kbwxvhLbPKv76m7gDzjuw,@JanDan-c8i,I GOT TROLLED BY AN UNOFFICIAL ACCOUNT,1779351442,1
UCvSIcIDyN4qBnj5vSgxWneg,@skdjrjnenenszk,Кто с вайт Макса?,1779351240,1
UCmi8gphPq3a6xDLnaE5eDmw,@NeilMenon-b2z,Yo this meme will never ever get old,1779351155,1
UCK2qfzbg4-h_YQLREsQzkvA,@АнтиКвд1,Кто с Вайт Макса,1779350718,1
UCENbn7TRV1eFncoocwLnotg,@Bomba-1245,add saved me from rickroll,1779350695,1
UCRa9R1PAXYjuJ0AmOwu92WQ,@whatifiwasapalmtree,I didnt know that the British could dance and sing with their accent 😞,1779349967,1
UCsVzhonudYHEjSdepaRPesg,@nevenoxx,i forgot about this link,1779349894,1
UC-aqTdaalMS007bkL2r3wxg,@lucaputkinen6389,Bro i found a qr code in my buss,1779349860,1
UCeY29jX9Tb0euYxyQlmJKTA,@DysfunctionDegenrate,This isn't her only fans 😢,1779348239,1
UCVglJsTdFwg0jue6Z-RI0vg,@MT_69Animations,I asked Gemini to play a video on class 12 isc Organic Chemistry and it played me this video,1779348131,1
UCYKdXoigq4KRiBNfjOLj85g,@NathanielCaisip,we know why were here cause you scan a random QR code,1779347970,1
UC32kUYZq7ZL03Ytn8UMYDtw,@RSAGERA,Who came from the qr code tank,1779346732,1
UCh-MUFmXcfg0hww7Nu_f2Tw,@xavi3rxvTNT,Got rickrolled from a Minecraft map of a city and a qr code was ontop of a building ✌️😭,1779345589,1
UCaQ-FpFEIFotmgiECyiMiOQ,@おじゃる42,この人は､どう見ても、西川きよしさんの息子さんやろ！,1779345453,1
UCdbO4dw2z-NtJ4xHs-qRAZQ,@tuanabdeen3324,Pls pin,1779344888,1
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,"Estoy contenta y los quiero mucho la parte espiritual que está solucionando mi problema, a Leiving Thais Chirinos Bravo.",1779344727,15
UCQ1jWAt4oQo0gTAIA2lz9JA,@Alan56hf,Gemini gave me a link to this video,1779344597,1
UCKjQO4NjlmrwKFobbOSfcWQ,@LinWarai,i just wanted to look at corn :(,1779343959,1
UCvNh7bNzRwvjk4_Nt_kbV6w,@sherlingregory9145,Cbse class 12th Maths paper Rickrolled me😂Indian education system became this much casual?!! Unbelievable 😂,1779343715,1
UCbQg7CXH8ieemKy44O-1S4A,@OscumoGamer,I’ve been Rickrolled more than twice this mont,1779343400,1
UCcOmI8IhsQWRPdlVVTSd7GQ,@vflowervocaloidtotallyreal,I got here bc I scanned a qr code..,1779342997,1
UCIfgI1ZX1lGE1nqlVzyejrA,@wijitpornnham3755,we still get rickrolled becase is the best,1779342740,1
UCLPP85m4GBftpWeBOsrJDJQ,@kjztd3534,Just got rickrolled by a fcking dwarf game i can‘t😭😭,1779342290,1
UC1bpQDoTzu9qbsG8kBkCwsw,@SleepyJoe-v5c,I intentionally get RIck Rolled now,1779341482,1
UC0kSdarHPiWXDBS48vuZNtg,@faceman2k,the best music,1779341446,1
UCnNtReEJZFkp6CksQrxyusw,@fenderman6127,I’m playing this Pixel Flow game and there was a level with a QR code. It took me here…,1779341440,1
UCsSlPuEECB7oNOzs3sPMLfA,@lisa_pore,DID GEMINI RICKROLL ME,1779341065,1
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,Y ese hospital no tiene nada Catlolico sino culto palero,1779340256,15
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,El psiquiatra Carlos Ferro internó a Leiving Thais Chirinos Bravo al hospital Central y salió peor porque estaba inventando con medicina y casi muero  y mi hermana mayor le siguió el juego y todavía tengo problema con esos medicamentos porque paso días sin evacuar,1779339929,15
UC6_QQbOz9LD8EztS5ulzvrQ,@sarah12232,I just got rickrolled by discord ....,1779339764,1
UCVzfA3U9jGsq9cUAtijD7xQ,@pasionavelin,still a banger,1779337385,1
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,Los espiritistas son los únicos que me pueden ayudar y eso son para mí ustedes y gracias por existir,1779336577,15
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,"Y todavía me habían en la cabeza de Leiving Thais Chirinos Bravo no dejando ni pensar y me inflaman mi cabeza y mi cuerpo también, lo que quieren es matar, ayúdenme por favor",1779336344,15
UCdK9Kij7fScwrTMIgTDhkrg,@Fouad_2010_syria,I KNEW IT BEFORE OPENING IT LOL,1779335999,1
UCn9AujRAuyydBu5AVq1SFqQ,@Raider1979,"Damn it, I knew it. 😂😂😂",1779335822,1
UC8v1bspKPDtDiW1KjGrXGkA,@user-RedCat,I rickrolled myself using Nfc tag,1779335808,1
UCxaD9K76n2gbmrgk1ewCxWg,@JoleneCoetzee-wt3qo,… 😊😂,1779335234,1
UCSljgkPKEDVOOjWPhIh3tXw,@nilufaaktar6721,I CAME FROM PINTEREST,1779335233,1
UCHf9KVi5275DuFsP4V3JhJQ,@sharkgd2x,You tricked me again,1779334400,1
UC5dWl38EXZtsK_d-nQosibg,@jazmingodinezroa228,"Jajaja, @JuegaGerman estaba esperando una página de miedo",1779334357,1
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,"Esa maestra y compañía me mandó una alergia en la cara que no hayo como pintarme mi cabello y ácaros en mi cuarto al colchón, ayúdenme por favor",1779334311,15
UCO0OQYPjefWV4HkEEgBAtFg,@yumikipotate,You know the rule and so do i SAY GOODBYE,1779333735,1
UC8h0pXofz8oho2CKtOZhKEQ,@GamerDudes12,I clicked this from secret  and got rickrolled😂,1779333662,1
UCuL8bl3oypwtNaW80sfwUXA,@rahmanyodyakarya7270,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1779333540,1
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,"La mujer maestra que mato espiritualmente a mi madre ,me está matando a mi Leiving Thais Chirinos Bravo  enfermando me el estómago y la cabeza gravemente porque me cuesta para comer",1779332826,15
UC_jRs6MRlQJwCvUCB9hTzrw,@funkyflights,"Dammit,  I Rick rolled myself",1779332138,1
UCYOo3bYJ5QusAeetclchyEQ,@SrijitSarkar28,"I love to get rickroll
It gives me a great positive feeling",1779331649,1
UCO3NMqnH7JgbIvPQmACDw7Q,@KrzysztofBoguta-s3y,Any one in 2032?,1779330984,1
UC5nPcqKDVnxRasltUn2njGg,@3rror_idgaf,I got here from a QR code on a guys leg,1779330895,1
UCGRMGRd13mc8tieJokhV-hw,@milopack1191,I can't believe Gemini just Rick rolled me 😭,1779330404,1
UCqrhjDjUXBbNTWWj_m--lNA,@DanielFlores-nu9oh,MR BEAST ESTAS AGUI,1779329984,1
UCxICEpw8J-k0SNRJpSKWClQ,@jennibethkaybalaba1475,Oh yeah that's ok,1779329339,1
UCmvrmkx1L69l4ZAmEyIWhzA,@muffinmunchster,this is not free robox,1779328784,1
UCrZ7kIvKiQWb23g4hPidcPw,@prameelaksbandaru6761,GOT RICKROLLED AS USUAL,1779327770,1
UC4GOY1TeOznzauzNbiS46Ww,@Geek_San,🙄Gonna make audience @ my wedding roll there eyes when I hire a look a like to perform… 🎤,1779327608,1
UC9DjsIEIL06tMYKcMmaRQLw,@Suspiciousspaghetti,Anyone here on 2026?,1779327228,1
UClMLO2IqJ2vXlNBfweNMElQ,@陳妹妹-g7b,Anyone reading this comment?,1779327064,2
UClMLO2IqJ2vXlNBfweNMElQ,@陳妹妹-g7b,bro I clicked a link...,1779327031,2
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,Les digo a Rick que me salve y cuide de Leiving Thais Chirinos Bravo y mi hermana memor,1779326809,15
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,"Y a mí hermana memor protenjala también, soy Leiving Thais Chirinos Bravo",1779326700,15
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,Por favor protenjjame,1779326580,15
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,"Gracias por decirme la asesina de mi madre, faltó yo Leiving Thais Chirinos Bravo quien me quiere matar",1779326387,15
UCYHZfAiPNPEQTin7GmCC02g,@dylantnd7,Full love ❤ 😘,1779324347,1
UCT3zQ-6J8gTe-PIPbsVmyjA,@jimmykray9583,Can’t even Rick Roll anyone anymore because of unskippable ads,1779323712,1
UCORb0DroyUD78rYRKypuIIw,@Gravy222,gotta start rolling em again,1779323079,1
UCXV9udsJZWVD3hoRhR7x0oQ,@polkjm,OH DAMMIT,1779322884,1
UCA7O4Kvr_MfjZiBiOc6T98A,@Section9Wolf,Can confirm that he never let us down.,1779321065,1
UCjUABOMAt9E67r1jINQ0fgQ,@chloeslabnotes,"I bought meme stickers and a QR code sticker brought me here.

I just got Rick rolled by my own sticker",1779320643,1
UCm6QEAVupfb8pv4s1X5OsGw,@NarmodaNail,I'm cooked,1779320251,1
UC7WO_zaYtJbtiNjmuv38V6Q,@chriskjorstad,ChatGPT just Rick rolled me😭,1779319922,1
UC2tDsR0856xqupdcWe1z1Lw,@syedabbashaider9537,Came back after watching the boys !!,1779318282,1
UCroCOuuuNgqlbNf7Jc0-fmA,@luisgamercool1-r7q,"if youre seeing this comment friend, im sorry.",1779316109,1
UCHu5qLvkKT2KI0J9XAP3i8g,@darkgodofdeath,I just got RickRolled by a mobile game. Lol,1779315822,1
UCHdnX6TIxEY1be0AkkUfstg,@sxvllz,qr code for brawl stars btw,1779315419,1
UCZxLJ4nBksxuJ82rzyH7u5Q,@LuisantonioChoque-j2y,Quien esta aca por el video de German?😂😂😂,1779314670,1
UCmWZQXMwGuOpkiofKyxtbBA,@BruinCurtis-k8t,I rickroled my dad 😂,1779314598,1
UC18hNqJjjN5Y3d1N6VERobw,@Connor-cg4kk,THE ADD SAVED ME,1779313938,1
UC6TsrX7HCtkPUIu5ucGoYMw,@BB_bros1026,Red is sus!,1779312994,3
UC6TsrX7HCtkPUIu5ucGoYMw,@BB_bros1026,How have hungry hippos heard heavy helicopters?,1779312945,3
UCOsoLvWjGXz7NVFHCFAaMvA,@AaronUp0,DAMN YOU BALL WIZARD!!!,1779312914,1
UC6TsrX7HCtkPUIu5ucGoYMw,@BB_bros1026,"As your subscriber count continues to grow, do you have any major special projects or custom texture milestones planned for your viewers?""

(This was generated by ai)",1779312840,3
UC2Nvp1qLCcQTS1Q7NIa4aGQ,@flora_laufey,This song is so good.❤,1779311674,1
UCDqkCSeS-anlPqQjugvGgUQ,@PIEGENERAL,0:19,1779310844,1
UCO2DWN0YnQ_hyf8NvRu7bqg,@VERYANONYMOUSE,https://www.youtube.com/watch?v=QmpXxMto50k,1779310730,1
UCMHVztT-GvbEZZQxiUs8x-w,@chrisbrown2191,Thank you Grimm Life Collective for going to the location in 2026 for the filming locations!❤,1779310512,1
UCNe66RTU_bQWsFCehplwvYw,@edsongomes586,Essa. E. Diferenciada ❤❤❤❤❤,1779309869,1
UCvgmKdQxdsVWFijYGYL1gPQ,@AntuLikesGames,hi,1779309077,1
UCcD59HxQhXwuNsIvDQ71Vdw,@Augusto_Kroetz,Anyone else here today?? Just remembering good times....😢,1779309077,1
UCME0y8FtdeSrbq_pUCPNu1Q,@Simon_akerman,Vendo esse vídeo q Giuliana Mafra mostrou 🔥,1779308164,1
UC_tiHObS5Krw9mXhCMQ7Isg,@mustafacelik1967,discooorrddd,1779306385,1
UC3gO2kuIadwb-kh1-HvN3jA,@BonitaLove1213,My song..🎵 ❤,1779306330,1
UC4jD9-9BUbXULMU7eN7dk2Q,@sharonadams6409,This is my 15 year old grandsons  favourite song ever x,1779306284,1
UCAnXIi8tBjus5si9bmc1zYQ,@JohansonRamido,WHY DID ISPYWITHMYLITTLEEXTREMEGQNS RICKROLL MEEE,1779304669,1
UCAj9xsgzc_g_tngo0EimmiA,@orianultimer,"wait a minute this isn’t “Extreme Grannies XXX”, someone sent me the wrong link",1779304051,1
UCvsDEyG-gsXg1qSfqXTvwow,@ViniGD,"Hakari gd, WHY",1779303860,1
UCgXlwzEFRZUCeD5PI9WEItQ,@TreesHandle...Probably,I GOT TRICKED AGAIN,1779303837,1
UCxlosynDcRT_fORVbdejGnQ,@FilipPytlik,Dzięki poprawiło mi to życie,1779302823,1
UC56rfrdH-5uRNEduGS_vUhg,@LKGRRSreal,GIECO SAVED ME,1779302683,1
